PersonIdCode,4601,4602,4603,4604,4605,4606,4607,4608,4609,4610,4611,4612,4613,4614,4615,4616,4617,4618,4619,4620,4701,4702,4703,4704,4705,4706,4707,4708,4709,4710,4711,4712,4713,4714,4715,4716,4717,4718,4801,4802,4803,4804,4805,4806,4807,4808,4809,4810,4811,4812,4813,4814,4815,4816,4817,4818,4819,4820,4901,4902,4903,4904,4905,4906,4907,4908,4909,4910,4911,4912,4913,4914,4915,4916,4917,4918,4919,4920,5001,5002,5003,5004,5005,5006
2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,3,10,8,10,7,9,8,0,13,8,33,9,27,5,28,19,1,21,22,208,281,0,467,40,212,5,13,48,3,21,9,0,19,24,2,55,0,66,55,34,46,6,52,117,58,80,14,84,85,53,46,8,52,55,29,26,2,31,58,63
2646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,8,0,0,0,3,3,1,5,0,0,13,3,8,4,4,0,5,2,4,0,10,3,4,1,0,1,3,3,0,6,1,3,4,7,11,10,0,7,1,7,7,2,6,3,8,5,1,8,1,4,5,2
2647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,4,2,10,1,5,6,1,0,0,3,5,2,5,1,0,0,3,0,4,1,1,1,11,3,3,3,1,10,0,39,11,9,10,0,5,9,12,18,0,9,12,10,13,0,13,16,13,7,0,11,9,9
2648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,12,16,9,2,8,14,7,9,3,7,3,8,0,10,3,5,10,8,4,0,2,16,5,15,10,6,7,0,5,19,5,10,1,9,4,3,7,2,12,6,3,11,7,1,8,15,10,1,9,6,6,7,1,2,9,7
2652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,2,2,3,5,0,7,1,0,2,0,3,0,5,0,5,5,0,0,3,0,2,1,17,5,2,17,7,9,5,0,9,12,7,5,3,1,12,0,9,2,9,8,8,8,0,1,3,1
2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,14,7,13,17,6,9,0,3,11,11,21,8,11,0,22,13,12,17,6,20,16,6,10,20,13,16,2,12,30,7,15,2,11,15,18,10,6,10,10,10,12,1,13,18,4,23,2,19,11,8
2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,5,0,5,3,4,4,1,4,0,4,0,1,4,1,3,2,0,3,4,2,4,0,2,2,3,2,0,2,6,2,2,0,1,2,4,4,1,3,2,2,5,0,2,4,1
2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,5,2,0,6,1,0,4,0,1,0,6,3,6,6,6,2,2,2,0,1,0,5,4,4,14,9,15,2,4,8,19,27,7,8,15,4,6,1,3,2,6,5,2,7,22,2
2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,8,0,5,0,8,0,14,4,0,3,0,0,3,4,6,0,2,0,0,1,3,6,0,0,3,2,3,0,0,5,0,4,1,0,2,2,2,1,2,3,0,4,1,1,4,4,12
2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,2,0,2,2,0,0,0,6,0,7,5,7,14,13,19,14,6,2,9,5,25,0,1,12,13,16,3,13,8,8,6,2,2,13,0,8,2,8,9,5,0,0,1,4,1
2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,4,0,2,3,14,7,0,5,0,5,14,4,6,4,8,8,0,5,10,5,7,0,6,5,11,10,2,6,5,14,4,5,4,6,8,11,5,7,5,11,4,4,3,8,15
2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,1,3,1,2,0,4,0,3,6,3,9,7,7,6,0,3,4,6,5,0,5,6,8,6,0,4,8,21,22,0,12,39,40,43,0,8,84,20,22,0,19,20,339
2669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,3,10,3,14,3,4,0,7,8,1,6,7,2,9,6,14,8,2,5,0,3,4,2,6,2,6,5,4,13,7,4,15,7,4,5,11,7,12,5,3,9,14,5
2670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,5,0,6,0,0,4,4,0,2,2,0,3,1,4,4,3,0,1,16,0,2,0,2,1,3,4,0,1,2,8,6,2,3,1,5,5,0,2,7,1
2674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,6,9,0,7,0,9,7,17,20,6,6,12,2,5,8,4,6,0,22,9,6,10,0,15,4,4,13,0,13,15,6,8,0,14,5,15,7,0,10,16,22
2675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,2,3,2,4,0,3,5,2,1,8,4,1,1,3,2,1,4,1,8,10,1,5,0,4,4,2,9,2,2,4,12,4,2,1,10,2,4,2,8,8,2
2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,5,5,0,6,0,3,0,2,4,0,3,3,1,5,3,4,2,1,4,0,2,3,0,1,3,1,3,0,1,1,0,7,0,4,1,1,1,0,1,2,0
2679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,4,1,3,6,1,2,1,0,1,2,0,3,0,1,4,1,0,2,1,0,0,1,0,3,5,2,2,0,1,0,1,0,0,1,0,7
2680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,2,0,3,0,2,1,4,0,7,5,2,3,10,4,1,7,0,4,5,4,5,0,2,2,2,2,2,1,1,5,6,3,2,5,6,4,1,3,0,0
2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,7,0,8,3,0,0,5,6,5,3,1,4,7,0,4,5,4,3,0,4,7,4,8,5,3,13,4,6,1,1,4,3,4,0,1,3,4,2,1,1,8,2
2682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,1,0,3,0,3,4,0,5,5,1,1,0,13,2,0,19,1,3,1,0,11,0,4,6,0,1,2,0,2,0,4,4,0,19,0,8,19,14
2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1,0,3,0,3,0,2,0,6,2,1,6,2,0,1,0,2,11,0,2,2,0,0,3,2,2,0,1,4,1,0,0,2,4,2,0,3,4,0,1,1,4
