,Active,AdditionalActivity,AdditionalMandate,BirthPlace_Canton,BirthPlace_City,CantonAbbreviation,CantonName,Citizenship,CouncilAbbreviation,CouncilName,DateElection_at,DateJoining_at,DateLeaving_at,DateOath_at,DateOfBirth_at,DateOfDeath_at,DateResignation_at,FirstName,Gender,ID,LastName,Mandates,MaritalStatus,MilitaryRank,NumberOfChildren,ParlGroupAbbreviation,ParlGroupFunction,ParlGroupFunctionText,ParlGroupName,PartyAbbreviation,PartyName,PersonIdCode
452,false,,,,Lucerne,BE,Berne,"Le Noirmont (JU),Emmen (LU)",CN,Conseil national,2007-10-21,2007-12-03,2011-12-04,2007-12-03,1943-08-07,,2011-12-04,Pierre,m,516,Triponez,,marié(e),Lieutenant-colonel,2.0,,,,,PLR,PLR.Les Libéraux-Radicaux,2538.0
453,false,,,,Aubonne,GE,Genève,Leysin (VD),CN,Conseil national,1999-10-24,1999-12-06,2003-11-30,1999-12-06,1953-05-23,2007-03-07,2003-11-30,Jean-Claude,m,517,Vaudroz,CVP; Législatif cantonal: Député Genève,marié(e),,2.0,,,,,,,2539.0
454,false,,,,Leysin,VD,Vaud,Leysin (VD),CN,Conseil national,2003-11-09,2003-12-01,2007-12-02,2003-12-01,1947-07-21,,2007-12-02,René,m,518,Vaudroz,Législatif communal de 1983 à 1985; Exécutif communal de 1986 à 1997; Législatif cantonal de 1989 à 1999,divorcé(e),,3.0,,,,,,,2540.0
455,true,,SVP Fraktionspräsident: von 1997 bis 1999,,Frauenfeld,TG,Thurgovie,Löhningen (SH),CN,Conseil national,2015-10-18,2015-11-30,,2015-11-30,1951-02-05,,,Hansjörg,m,519,Walter,Legislative der Gemeinde (Vizegemeindeamman) Ressort Finanzen: von 1995 bis 2002; Exekutive der Gemeinde: Schulpräsident der Volksschulgemeinde Wängi von 1993 bis 2000; Legislative des Kantons (Kantonsrat): von 1992 bis 1999,marié(e),--,3.0,V,"{'#text': '1', '@m:type': 'Edm.Int32'}",Membre,Groupe de l'Union démocratique du Centre,UDC,Union Démocratique du Centre,2541.0
456,false,,,,Berne,BE,Berne,Kandergrund (BE),CN,Conseil national,2011-10-23,2011-12-05,2014-12-31,2011-12-05,1952-01-16,,2014-12-31,Hansruedi,m,520,Wandfluh,Legislative der Gemeinde: Vizepräsident von 2002 bis 2009; Legislative des Kantons (Grossrat): von Mai 1998 bis Oktober 1999,marié(e),Premier-lieutenant,3.0,,,,,UDC,Union Démocratique du Centre,2542.0
457,false,,,,Berne,BE,Berne,Wileroltigen (BE),CN,Conseil national,2003-10-19,2003-12-01,2006-12-02,2003-12-01,1947-04-27,2006-12-02,2006-12-02,Kurt,m,521,Wasserfallen,Stadtrat Bern Januar 1985 - Mai 1990; Gemeinderat Bern Januar 1993 - Dezember 2006; Grossrat des Kantons Bern Mai 1990 - Oktober 1999,marié(e),,2.0,,,,,PLR,PLR.Les Libéraux-Radicaux,2543.0
458,false,,Vizepräsidentin SP Schweiz: von 2003 bis 2006,,Davos,BE,Berne,"Buchholterberg (BE),Köniz (BE)",CN,Conseil national,2011-10-23,2011-12-05,2013-03-03,2011-12-05,1973-02-08,,2013-03-03,Ursula,f,522,Wyss,Legislative des Kantons (Grossrätin): von 1997 bis November 1999,,,2.0,,,,,PSS,Parti socialiste suisse,2544.0
459,false,,Grossrätliche Spitalkommission BS 84 -88,,Häggenschwil,AG,Argovie,Oberriet (SG),CN,Conseil national,1999-12-06,1999-12-06,2003-07-11,1999-12-06,1935-10-01,,2003-07-11,Guido,m,523,Zäch,Grossrat BS von 1984 bis 1988,marié(e),Colonel,7.0,,,,,PDC,Parti démocrate-chrétien suisse,2545.0
460,false,,,,Neuchâtel,NE,Neuchâtel,Vergeletto (TI),CN,Conseil national,2003-10-19,2003-12-01,2007-12-02,2003-12-01,1966-09-19,,2007-12-02,Valérie,f,524,Garbani,Législative cantonal: 1997 à 2000,célibataire,,,,,,,,,2491.0
461,true,,,,Soleure,SO,Soleure,Poschiavo (GR),CE,Conseil des Etats,2015-11-15,2015-11-30,,2015-11-30,1954-12-14,,,Roberto,m,525,Zanetti,Gemeinderat: von 1977 bis April 1980; Gemeindepräsident: von Januar 1990 bis April 2000; Legislative des Kantons: von Mai 1993 bis Dezember 1999 und von Mai 2009 bis Januar 2010; Exekutive des Kantons: von Oktober 2003 bis Juli 2005,célibataire,,0.0,S,"{'#text': '1', '@m:type': 'Edm.Int32'}",Membre,Groupe socialiste,PSS,Parti socialiste suisse,2546.0
462,false,Präsident der Parlamentarischen Gruppe Schweiz-China; Präsident der Gewerbegruppe der Bundesversammlung,,,St. Gall,ZH,Zurich,"Jona (SG),Hinwil (ZH)",CN,Conseil national,2011-10-23,2011-12-05,2012-09-10,2011-12-05,1952-02-24,2016-02-19,2012-09-10,Bruno,m,526,Zuppiger,Exekutive der Gemeinde (Gemeinderat) Hinwil (Bau- und Sicherheitsvorstand): von April 1982 bis März 1990; Legislative des Kantons (Kantonsrat): Finanzkommission und Kommission Wirtschaft und Abgaben (Präsident: 1999); Diverse Spezialkommissionen: von Dezember 1991 bis Dezember 1999,marié(e),Colonel,5.0,,,,,UDC,Union Démocratique du Centre,2547.0
463,false,,"Président du Conseil communal de Lausanne depuis 1983, président de la commission de gestion de Lausanne; président de la commission des finances de Lausanne: président de l'Initiative des villes en matière sociale; président de la commission nationale de lutte contre la toxicomanie.",,Moukden,VD,Vaud,"Zurich (ZH),Lausanne (VD)",CN,Conseil national,1999-12-06,1999-12-06,2003-11-30,1999-12-06,1939-11-26,,2003-11-30,Pierre,m,527,Tillmanns,Législatif communal: Lausanne de 1978 à 1990; Exécutif communal: Lausanne depuis 1990; Législatif cantonal: Grand Conseil vaudois de 1986 à 2000.,marié(e),,2.0,,,,,,,2556.0
464,false,Ab März 2011 Mitglied und Ehrenpräsident des Parlamentarischen Vereins Schweiz – USA,Präsident FDP des Kantons Schaffhausen von April 1976 bis April 1984,,Zurich,SH,Schaffhouse,"Schaffhouse (SH),Zurich (ZH)",CE,Conseil des Etats,2007-10-21,2007-12-03,2011-12-04,2007-12-03,1943-11-01,,2011-12-04,Peter,m,528,Briner,Legislative des Kantons: Januar 1977 bis Dezember 1986; Exekutive des Kantons: Januar 1987 bis Dezember 1999,marié(e),,2.0,,,,,PLR,PLR.Les Libéraux-Radicaux,2548.0
465,false,,,,Billens,FR,Fribourg,Romont (FR),CE,Conseil des Etats,1999-12-06,1999-12-06,2003-11-30,1999-12-06,1956-04-01,,2003-11-30,Jean-Claude,m,529,Cornu,,marié(e),,2.0,,,,,,,2549.0
466,false,,,,Stans,NW,Nidwald,Winterthur (ZH),CE,Conseil des Etats,2003-10-19,2003-12-01,2007-12-02,2003-12-01,1948-06-09,,2007-12-02,Marianne,f,530,Slongo,"Legislative des Kantons: 1985 bis Ende Juni 1998; 1. Präsidentin des Landrats Nidwalden, 1996 bis 1998",marié(e),,3.0,,,,,PDC,Parti démocrate-chrétien suisse,2550.0
467,false,,,,Altdorf,UR,Uri,Bürglen (UR),CE,Conseil des Etats,2007-10-21,2007-12-03,2010-05-31,2007-12-03,1953-08-06,,2010-05-31,Hansruedi,m,531,Stadler,Exekutive des Kantons (Regierungsrat): Juni 1988 bis Mai 2000; Landammann 1992 bis 94 sowie 1996 bis 1998,marié(e),Capitaine,2.0,,,,,PDC,Parti démocrate-chrétien suisse,2551.0
468,false,,Präsident der CVP Schweiz von Mai 2001 bis Februar 2004,,Frauenfeld,TG,Thurgovie,Sommeri (TG),CE,Conseil des Etats,2007-10-21,2007-12-03,2011-12-04,2007-12-03,1944-04-02,,2011-12-04,Philipp,m,532,Stähelin,Legislative der Gemeinde Frauenfeld: von 1975 bis 1976; Exekutive des Kantons Thurgau: von 1989 bis 2000,marié(e),,5.0,,,,,PDC,Parti démocrate-chrétien suisse,2552.0
469,false,,Mitgl. CH-Gewerbekammer,,Stein am Rhein,SH,Schaffhouse,Stein am Rhein (SH),CE,Conseil des Etats,1999-12-06,1999-12-06,2002-06-10,1999-12-06,1944-09-02,2002-06-10,2002-06-10,Rico,m,534,Wenger,Einwohnerrat 81 - 92; Präs. Einwohnergemeinde 89; Grosser Rat 81 - 96 (Präsident: 93); SVP-SH-Kantonalpräsident 88 - 97,marié(e),,2.0,,,,,UDC,Union Démocratique du Centre,2553.0
470,false,,Présidente de la Commission des affaires spatiales,,Neuchâtel,NE,Neuchâtel,Neuchâtel (NE),CE,Conseil des Etats,1999-12-06,1999-12-06,2003-11-30,1999-12-06,1944-12-03,,2003-11-30,Michèle-Irène,f,535,Berger,,marié(e),,6.0,,,,,,,2554.0
471,false,,,,Paris,NE,Neuchâtel,Trimbach (SO),CE,Conseil des Etats,2003-10-19,2003-12-01,2005-11-28,2003-12-01,1957-11-12,,2005-11-28,Jean,m,536,Studer,Législatif communal: de 1988 à 1997; Législatif cantonal: de 1993 à 2000,célibataire,,2.0,,,,,PSS,Parti socialiste suisse,2555.0
472,false,,,,Brigue,VS,Valais,"Brigue (VS),Simplon (VS)",CE,Conseil des Etats,2003-11-02,2003-12-01,2007-12-02,2003-12-01,1941-04-14,,2007-12-02,Rolf,m,537,Escher,Gemeinderat Brig-Glis von Januar 1971 bis Dezember 1995; Stadtpräsident Brig-Glis von Oktober 1982 bis Dezember 1995; Grossrat Wallis von Mai 1975 bis April 1986,marié(e),Capitaine,4.0,,,,,,,2557.0
473,false,,,,Frauenfeld,TG,Thurgovie,Fischingen (TG),CE,Conseil des Etats,2007-10-21,2007-12-03,2011-12-04,2007-12-03,1946-02-18,,2011-12-04,Hermann,m,538,Bürgi,Legislative der Gemeinde: Mitglied der Schulbehörde von 1974 bis 1986; Legislative des Kantons: Juni 1976 bis Mai 1986; Exekutive des Kantons: Juni 1986 bis Mai 1996,marié(e),,2.0,,,,,UDC,Union Démocratique du Centre,2559.0
474,false,,,,Bâle,BL,Bâle-Campagne,Binningen (BL),CE,Conseil des Etats,2003-10-19,2003-12-01,2007-12-02,2003-12-01,1940-01-19,,2007-12-02,Hans,m,539,Fünfschilling,Legislative des Kantons: September 1976 bis Juni 1987; Exekutive des Kantons: Juli 1987 bis Juni 2000,marié(e),,2.0,,,,,,,2558.0
475,true,Co-presidente dell'intergruppo parlamentare Svizzeri-Ucraina; Co-presidente dell'intergruppo parlamentare Svizzera-Russia; Presidente dell'intergruppo parlamentare Svizzera-America Latina; Presidente dell'intergruppo parlamentare Svizzera-Azerbaigian; Co-presidente dell'intergruppo parlamentare media e comunicazione commerciale; Co-presidente dell'intergruppo parlamentare Svizzera-Kasachstan; Presidente dell'intergruppo parlamentare Svizzera-Georgia,,,Bellinzona,TI,Tessin,Airolo (TI),CE,Conseil des Etats,2015-11-15,2015-11-30,,2015-11-30,1956-05-29,,,Filippo,m,540,Lombardi,Legislativo comunale di Minusio: dal 1984 al 1987,,Capitaine,,C,"{'#text': '2', '@m:type': 'Edm.Int32'}",Président(e),Groupe PDC,PDC,Parti démocrate-chrétien suisse,2561.0
476,false,Präsident der parlamentarischen Gruppe Boden und Raumordnung,,,Aarau,AG,Argovie,"Bâle (BS),Aarau (AG)",CE,Conseil des Etats,2003-10-19,2003-12-01,2007-12-02,2003-12-01,1941-05-07,,2007-12-02,Thomas,m,541,Pfisterer,Aargauischer Verfassungsrat von 1973 bis 1980; Regierungsrat von 1991 bis 2000,marié(e),Colonel,3.0,,,,,,,2560.0
477,false,,Chef Programmkommission SVP Kanton Zürich: seit 2001; Chef Programmkommission SVP Schweiz: seit 2004,,Stäfa,ZH,Zurich,Schlatt (ZH),CN,Conseil national,2011-10-23,2011-12-05,2015-11-29,2011-12-05,1960-07-16,,2015-11-29,Christoph,m,542,Mörgeli,Exekutive der Gemeinde (Kirchenpflege) Stäfa: von 1986 bis 1992; Legislative des Kantons (Kantonsrat): von 1997 bis 1999,,Lieutenant-colonel,2.0,,,,,UDC,Union Démocratique du Centre,2519.0
478,false,,,,Mörel,SG,St-Gall,"Bitsch (VS),Ried-Mörel (VS)",CN,Conseil national,2003-10-19,2003-12-01,2006-12-03,2003-12-01,1935-03-06,,2006-12-03,Felix,m,543,Walker,,marié(e),Major,3.0,,,,,PDC,Parti démocrate-chrétien suisse,2562.0
479,false,,,,Schaffhouse,ZH,Zurich,"Zurich (ZH),Malans (GR)",CN,Conseil national,2003-10-19,2003-12-01,2007-12-02,2003-12-01,1954-03-28,,2007-12-02,Barbara,f,551,Marty Kälin,Gemeinderätin Gossau 1998-2002; Kantonsrätin Zürich 1991-2003,marié(e),,3.0,,,,,,,2563.0
480,false,,,,,BE,Berne,Madiswil (BE),CN,Conseil national,1975-10-26,1975-12-01,1987-11-29,1975-12-01,1921-02-06,2006-03-20,1987-11-29,Ulrich,m,552,Ammann,,,,,,,,,PLR,PLR.Les Libéraux-Radicaux,1001.0
481,false,,,,,SZ,Schwyz,"Ingenbohl (SZ),Niederrohrdorf (AG),Oberrohrdorf (AG)",CN,Conseil national,1971-11-29,1971-11-29,1987-11-29,1971-11-29,1922-07-13,2015-05-01,1987-11-29,Elisabeth,f,553,Blunschy-Steiner,,,,,,,,,PDC,Parti démocrate-chrétien suisse,1002.0
482,false,,,,,VD,Vaud,"Nyon (VD),Arnex-sur-Nyon (VD)",CN,Conseil national,1971-10-31,1971-11-29,1987-11-29,1971-11-29,1922-12-07,1994-09-06,1987-11-29,Claude,m,554,Bonnard,,,,,,,,,,,1003.0
483,false,,,,,BE,Berne,Bözingen bei Biel (BE),CN,Conseil national,1967-12-04,1967-12-04,1987-11-29,1967-12-04,1925-08-12,1992-02-18,1987-11-29,Heinz,m,557,Bratschi,,,,,,,,,,,1004.0
484,false,,,,,SG,St-Gall,Walenstadt (SG),CN,Conseil national,1975-10-26,1975-12-01,1987-11-29,1975-12-01,1925-08-10,2009-08-27,1987-11-29,Kurt,m,558,Bürer,,,,,,,,,PDC,Parti démocrate-chrétien suisse,1005.0
485,false,,,,,FR,Fribourg,"Rueyres-les-Prés (FR),Ursy (FR)",CN,Conseil national,1971-11-29,1971-11-29,1987-11-29,1971-11-29,1925-07-03,1990-12-11,1987-11-29,Laurent,m,559,Butty,,,,,,,,,,,1006.0
486,false,,,,,TG,Thurgovie,Gersau (SZ),CN,Conseil national,1986-06-16,1986-06-16,1987-11-29,1986-06-16,1939-11-13,,1987-11-29,Margrit,f,560,Camenzind,,,,,,,,,,,1007.0
487,false,,,,,VD,Vaud,Premier (VD),CN,Conseil national,1983-10-23,1983-11-28,1987-11-29,1983-11-28,1922-03-28,2010-12-31,1987-11-29,Pierre-David,m,561,Candaux,,,,,,,,,PLR,PLR.Les Libéraux-Radicaux,1008.0
488,false,,,,,GR,Grisons,Vaz/Obervaz (GR),CN,Conseil national,1971-11-29,1971-11-29,1987-11-29,1971-11-29,1928-05-14,2016-04-23,1987-11-29,Toni,m,562,Cantieni,,,,,,,,,,,1009.0
489,false,,,,,VS,Valais,Sierre (VS),CN,Conseil national,1975-12-01,1975-12-01,1987-11-29,1975-12-01,1931-06-20,,1987-11-29,Pierre,m,563,de Chastonay,,,,,,,,,,,1010.0
490,false,,,,,AG,Argovie,Sonvilier (BE),CN,Conseil national,1967-10-29,1969-06-02,1987-11-29,1969-06-02,1929-11-23,2009-01-24,1987-11-29,Max,m,564,Chopard,,,,,,,,,PSS,Parti socialiste suisse,1011.0
491,false,,,,,GE,Genève,Genève (GE),CN,Conseil national,1978-01-16,1978-01-16,1987-11-29,1978-01-16,1926-02-06,2016-09-07,1987-11-29,Amélia,f,565,Christinat,,,,,,,,,,,1012.0
492,false,,,,,BE,Berne,Randogne (VS),CN,Conseil national,1983-11-28,1983-11-28,1987-09-30,1983-11-28,1925-04-17,,1987-09-30,Jean,m,566,Clivaz,,,,,,,,,,,1013.0
493,false,,,,,FR,Fribourg,Bossonnens (FR),CN,Conseil national,1983-11-28,1983-11-28,1987-11-29,1983-11-28,1923-04-14,,1987-11-29,Joseph,m,567,Cottet,,,,,,,,,,,1014.0
494,false,,,,,NE,Neuchâtel,Röthenbach im Emmental (BE),CN,Conseil national,1977-11-28,1977-11-28,1987-11-29,1977-11-28,1937-05-25,2014-11-21,1987-11-29,Heidi,f,568,Deneys,,,,,,,,,PSS,Parti socialiste suisse,1015.0
495,false,,,,,VS,Valais,"Agarn (VS),Bürchen (VS)",CN,Conseil national,1977-05-02,1977-05-02,1987-11-29,1977-05-02,1941-08-04,,1987-11-29,Herbert,m,569,Dirren,,,,,,,,,,,1016.0
496,false,,,,,VD,Vaud,Mézières (VD),CN,Conseil national,1983-11-28,1983-11-28,1987-11-29,1983-11-28,1928-01-04,,1987-11-29,Marcel,m,570,Dubois,,,,,,,,,,,1017.0
497,false,,,,,VS,Valais,Vouvry (VS),CN,Conseil national,1975-12-01,1975-12-01,1987-11-29,1975-12-01,1933-09-23,1990-12-04,1987-11-29,Bernard,m,571,Dupont,,,,,,,,,,,1018.0
498,false,,,,,ZH,Zurich,"Winterthur (ZH),Zurich (ZH),Laufen-Uhwiesen (ZH)",CN,Conseil national,1975-12-01,1975-12-01,1987-11-29,1975-12-01,1932-05-02,,1987-11-29,Albert,m,572,Eggli,,,,,,,,,,,1019.0
499,false,,,,,SO,Soleure,Stüsslingen (SO),CN,Conseil national,1971-11-29,1971-11-29,1987-11-29,1971-11-29,1928-07-19,,1987-11-29,Franz,m,573,Eng,,,,,,,,,,,1020.0
500,false,,,,,BL,Bâle-Campagne,Buckten (BL),CN,Conseil national,1967-12-04,1967-12-04,1987-11-29,1967-12-04,1921-09-03,1992-03-26,1987-11-29,Karl,m,574,Flubacher,,,,,,,,,,,1021.0
501,false,,,,,JU,Jura,Delémont (JU),CN,Conseil national,1983-11-28,1983-11-28,1987-11-29,1983-11-28,1929-04-06,2016-07-10,1987-11-29,Valentine,f,575,Friedli,,,,,,,,,,,1022.0
502,false,,,,,BE,Berne,"St-Ursanne (JU),Walenstadt (SG)",CN,Conseil national,1975-10-26,1979-03-05,1987-11-29,1979-03-05,1951-07-01,2005-07-31,1987-11-29,Jean-Paul,m,576,Gehler,,,,,,,,,UDC,Union Démocratique du Centre,1023.0
503,false,,,,,BE,Berne,Lauperswil (BE),CN,Conseil national,1979-10-21,1979-11-26,1987-11-29,1979-11-26,1925-10-10,2002-11-24,1987-11-29,Gottlieb,m,577,Geissbühler,,,,,,,,,UDC,Union Démocratique du Centre,1024.0
504,false,,,,,TI,Tessin,Locarno (TI),CN,Conseil national,1983-11-28,1983-11-28,1987-11-29,1983-11-28,1938-12-28,,1987-11-29,Luciano,m,578,Giudici,,,,,,,,,,,1025.0
505,false,,,,,VD,Vaud,Mézières (VD),CN,Conseil national,1975-12-01,1975-12-01,1987-11-29,1975-12-01,1924-07-30,1994-11-03,1987-11-29,Jean-Philippe,m,579,Gloor,,,,,,,,,,,1026.0
506,false,,,,,BE,Berne,Mühledorf (BE),CN,Conseil national,1983-11-28,1983-11-28,1987-11-29,1983-11-28,1943-09-06,,1987-11-29,Barbara,f,580,Gurtner,,,,,,,,,,,1027.0
507,false,,,,,BE,Berne,Worb (BE),CN,Conseil national,1971-10-31,1971-11-29,1987-11-29,1971-11-29,1924-03-04,2005-05-24,1987-11-29,Fritz,m,581,Hofmann,,,,,,,,,UDC,Union Démocratique du Centre,1028.0
508,false,,,,,ZH,Zurich,"Zurich (ZH),Zäziwil (BE)",CN,Conseil national,1971-10-31,1971-11-29,1987-11-29,1971-11-29,1924-01-30,2004-11-16,1987-11-29,Hans,m,582,Künzi,,,,,,,,,PLR,PLR.Les Libéraux-Radicaux,1029.0
509,false,,,,,ZH,Zurich,"Zurich (ZH),Näfels (GL),Zollikon (ZH)",CN,Conseil national,1975-10-26,1978-11-27,1987-11-29,1978-11-27,1918-11-27,2002-03-26,1987-11-29,Josef,m,583,Landolt,,,,,,,,,PDC,Parti démocrate-chrétien suisse,1030.0
510,false,,,,,ZH,Zurich,"Zurich (ZH),Oberriet (SG)",CN,Conseil national,1975-10-26,1979-06-05,1987-11-29,1979-06-05,1927-05-12,2009-08-24,1987-11-29,Hans-Georg,m,584,Lüchinger,,,,,,,,,PLR,PLR.Les Libéraux-Radicaux,1031.0
511,false,,,,,GE,Genève,Hauteville (FR),CN,Conseil national,1979-10-21,1981-03-02,1987-11-29,1981-03-02,1920-02-07,2011-09-29,1987-11-29,Armand,m,586,Magnin,,,,,,,,,PdT,Parti Suisse du travail,1032.0
512,false,,,,,BE,Berne,"Berne (BE),Rorschach (SG)",CN,Conseil national,1979-11-26,1979-11-26,1987-11-29,1979-11-26,1927-05-28,,1987-11-29,Werner,m,587,Martignoni,,,,,,,,,,,1033.0
513,false,,,,,BE,Berne,Roggwil (BE),CN,Conseil national,1983-11-28,1983-11-28,1987-11-29,1983-11-28,1932-06-20,,1987-11-29,Kurt,m,588,Meyer,,,,,,,,,,,1034.0
514,false,,,,,ZH,Zurich,Bachs (ZH),CN,Conseil national,1983-10-23,1983-11-28,1987-11-29,1983-11-28,1924-07-27,2006-03-21,1987-11-29,Arnold,m,589,Müller,,,,,,,,,AdI,Alliance des Indépendants,1035.0
515,false,,,,,BE,Berne,Reichenbach im Kandertal (BE),CN,Conseil national,1979-11-26,1979-11-26,1987-11-29,1979-11-26,1931-04-16,,1987-11-29,Bernhard,m,590,Müller,,,,,,,,,,,1036.0
516,false,,,,,ZH,Zurich,Dottikon (AG),CN,Conseil national,1971-10-31,1971-11-29,1987-11-29,1971-11-29,1914-10-23,2012-07-11,1987-11-29,Otto,m,591,Nauer,,,,,,,,,PSS,Parti socialiste suisse,1037.0
517,false,,,,,SG,St-Gall,Urnäsch (AR),CN,Conseil national,1971-11-29,1971-11-29,1987-11-29,1971-11-29,1927-02-22,,1987-11-29,Georg,m,592,Nef,,,,,,,,,,,1038.0
518,false,,,,,BE,Berne,"Lieli (LU),Neudorf (LU)",CN,Conseil national,1971-11-29,1971-11-29,1987-11-29,1971-11-29,1931-06-26,,1987-11-29,Valentin,m,593,Oehen,,,,,,,,,,,1039.0
519,false,,,,,SO,Soleure,Herbetswil (SO),CN,Conseil national,1983-11-28,1983-11-28,1987-11-29,1983-11-28,1939-08-18,,1987-11-29,Willy,m,594,Pfund,,,,,,,,,,,1040.0
520,false,,,,,ZH,Zurich,Grimisuat (VS),CN,Conseil national,1963-10-27,1967-06-05,1987-11-29,1967-06-05,1932-04-20,2006-07-17,1987-11-29,Walter,m,595,Renschler,,,,,,,,,PSS,Parti socialiste suisse,1041.0
521,false,,,,,GE,Genève,Laconnex (GE),CN,Conseil national,1987-10-18,1990-11-26,1991-11-24,1990-11-26,1932-02-10,,1991-11-24,Jean,m,596,Revaclier,,,,,,,,,,,1042.0
522,false,,,,,FR,Fribourg,"Oberbalm (BE),Wünnewil (FR)",CN,Conseil national,1967-12-04,1967-12-04,1987-09-12,1967-12-04,1920-07-13,1987-09-12,1987-09-12,Jean,m,597,Riesen,,,,,,,,,,,1043.0
523,false,,,,,FR,Fribourg,Bulle (FR),CN,Conseil national,1983-11-28,1983-11-28,1987-11-29,1983-11-28,1923-06-21,1994-04-20,1987-11-29,Pierre,m,598,Rime,,,,,,,,,,,1044.0
524,false,,,,,SZ,Schwyz,Buochs (NW),CN,Conseil national,1975-12-01,1975-12-01,1987-11-29,1975-12-01,1920-12-26,1999-09-20,1987-11-29,Josef,m,599,Risi,,,,,,,,,,,1045.0
525,false,,,,,TI,Tessin,Novazzano (TI),CN,Conseil national,1979-10-21,1979-11-26,1987-11-29,1979-11-26,1939-03-09,2009-12-14,1987-11-29,Dario,m,600,Robbiani,,,,,,,,,PSS,Parti socialiste suisse,1046.0
526,false,,,,,OW,Obwald,Kerns (OW),CN,Conseil national,1971-10-31,1971-11-29,1987-11-29,1971-11-29,1930-04-13,2009-02-01,1987-11-29,Walter,m,601,Röthlin,,,,,,,,,PDC,Parti démocrate-chrétien suisse,1047.0
527,false,,,,,SO,Soleure,Zuchwil (SO),CN,Conseil national,1983-11-28,1983-11-28,1987-11-29,1983-11-28,1939-10-27,,1987-11-29,Rudolf,m,603,Ruch,,,,,,,,,,,1049.0
528,false,,,,,LU,Lucerne,"Schötz (LU),Zell (LU)",CN,Conseil national,1975-12-01,1975-12-01,1987-11-29,1975-12-01,1925-07-15,2014-05-24,1987-11-29,Hans,m,605,Schärli,,,,,,,,,PDC,Parti démocrate-chrétien suisse,1050.0
529,false,,,,,ZH,Zurich,Diessbach b. Büren (BE),CN,Conseil national,1943-12-06,1943-12-06,1947-11-30,1943-12-06,1897-08-08,1974-10-14,1947-11-30,Heinrich,m,606,Schnyder,,,,,,,,,,,1051.0
530,false,,,,,AG,Argovie,"Mülligen (AG),Zofingen (AG),Brugg (AG)",CN,Conseil national,1971-11-29,1971-11-29,1987-11-29,1971-11-29,1926-08-04,2015-03-05,1987-11-29,Urs,m,607,Schwarz,,,,,,,,,PLR,PLR.Les Libéraux-Radicaux,1052.0
531,false,,,,,GE,Genève,Genève (GE),CN,Conseil national,1986-06-01,1986-06-01,1987-11-29,1986-06-01,1913-02-02,1993-11-30,1987-11-29,Mario,m,608,Soldini,,,,,,,,,,,1053.0
532,false,,,,,SH,Schaffhouse,Thayngen (SH),CN,Conseil national,1983-11-28,1983-11-28,1987-11-29,1983-11-28,1927-09-25,,1987-11-29,Walter,m,609,Stamm,,,,,,,,,,,1054.0
533,false,,,,,ZH,Zurich,Seuzach (ZH),CE,Conseil des Etats,1979-11-26,1979-11-26,1987-11-29,1979-11-26,1924-07-10,2006-03-17,1987-11-29,Jakob,m,610,Stucki,,,,,,,,,UDC,Union Démocratique du Centre,1055.0
534,false,,,,,VD,Vaud,Missy (VD),CN,Conseil national,1959-10-25,1963-03-04,1987-11-29,1963-03-04,1914-10-06,2002-02-07,1987-11-29,Georges,m,611,Thévoz,,,,,,,,,,,1056.0
535,false,,,,,VS,Valais,Vionnaz (VS),CN,Conseil national,1979-11-26,1979-11-26,1987-11-29,1979-11-26,1945-01-02,1998-11-12,1987-11-29,Françoise,f,612,Vannay,,,,,,,,,,,1057.0
536,false,,,,,BL,Bâle-Campagne,Buckten (BL),CN,Conseil national,1963-12-02,1963-12-02,1987-11-29,1963-12-02,1917-12-14,1997-12-02,1987-11-29,Paul,m,613,Wagner,,,,,,,,,,,1058.0
537,false,,,,,SO,Soleure,Niederösch (BE),CE,Conseil des Etats,1971-11-29,1971-11-29,1987-11-29,1971-11-29,1917-03-12,2008-01-11,1987-11-29,Walter,m,614,Weber,,,,,,,,,PSS,Parti socialiste suisse,1059.0
538,false,,,,,AG,Argovie,Lenzburg (AG),CN,Conseil national,1975-12-01,1975-12-01,1987-11-29,1975-12-01,1920-06-24,1995-02-26,1987-11-29,Leo,m,615,Weber,,,,,,,,,,,1060.0
539,false,,,,,TG,Thurgovie,Zurich (ZH),CN,Conseil national,1967-10-29,1970-03-02,1987-11-29,1970-03-02,1923-03-13,2000-02-29,1987-11-29,Rolf,m,616,Weber,,,,,,,,,PSS,Parti socialiste suisse,1061.0
540,false,,,,,AG,Argovie,Winterthur (ZH),CN,Conseil national,1975-12-01,1975-12-01,1987-11-29,1975-12-01,1927-04-05,1989-12-11,1987-11-29,Herbert,m,617,Zehnder,,,,,,,,,,,1063.0
541,false,,,,,SO,Soleure,Waldkirch (SG),CN,Conseil national,1974-06-10,1974-06-10,1987-11-29,1974-06-10,1924-06-29,2014-08-12,1987-11-29,Josef,m,618,Ziegler,,,,,,,,,,,1064.0
542,false,,,,,UR,Uri,Altdorf (UR),CE,Conseil des Etats,1971-11-29,1971-11-29,1987-11-29,1971-11-29,1923-12-17,2014-05-16,1987-11-29,Leo,m,619,Arnold,,,,,,,,,PDC,Parti démocrate-chrétien suisse,1065.0
