,Active,AdditionalActivity,AdditionalMandate,BirthPlace_Canton,BirthPlace_City,CantonAbbreviation,CantonName,Citizenship,CouncilAbbreviation,CouncilName,DateElection_at,DateJoining_at,DateLeaving_at,DateOath_at,DateOfBirth_at,DateOfDeath_at,DateResignation_at,FirstName,Gender,ID,LastName,Mandates,MaritalStatus,MilitaryRank,NumberOfChildren,ParlGroupAbbreviation,ParlGroupFunction,ParlGroupFunctionText,ParlGroupName,PartyAbbreviation,PartyName,PersonIdCode
0,false,Réducteur TSV de 1971 à 1983,"Prés. Féd. Romande des Sociolistes ch., Prés. OSEO Vaudoise",,Pompaples,VD,Vaud,"Sullens (VD),Lutry (VD)",CN,Conseil national,1995-12-04,1995-12-04,1999-12-05,1995-12-04,1938-03-02,,1999-12-05,Pierre,m,1,Aguet,"Conseiller communal de 1965 à 1982, Conseiller municipal depuis 1982, Législatif cantonal: Député de 1974 à 1987",marié(e),Fourrier,,,,,,PSS,Parti socialiste suisse,2200.0
1,false,,,,,ZH,Zurich,"Kreuzlingen (TG),Fällanden (ZH)",CN,Conseil national,1979-11-26,1979-11-26,1995-12-03,1979-11-26,1928-02-22,,1995-12-03,Heinz,m,2,Allenspach,,,,,,,,,PLR,PLR.Les Libéraux-Radicaux,2002.0
2,false,"Zentralpräsident Schweiz. Skliverband 1985 bis 1989, Präsident Golfclub Flühli-Sörenberg seit 1995",,,Hasle,LU,Lucerne,Hasle (LU),CN,Conseil national,1995-12-04,1995-12-04,1999-12-05,1995-12-04,1931-01-27,,1999-12-05,Manfred,m,6,Aregger,Grossrat 1967 bis 1983 (Präsident 1977),marié(e),Adjudant sous-officier,5.0,,,,,PLR,PLR.Les Libéraux-Radicaux,2004.0
3,false,,,,,BE,Berne,Tavannes (BE),CN,Conseil national,1979-11-26,1979-11-26,1995-12-03,1979-11-26,1928-03-04,,1995-12-03,Geneviève,f,7,Aubry,,,,,,,,,,,2005.0
4,false,,,,,BE,Berne,"Siselen (BE),Richterswil (ZH)",CN,Conseil national,1987-11-30,1987-11-30,1995-12-03,1987-11-30,1947-12-01,,1995-12-03,Rosmarie,f,8,Bär,,,,,,,,,,,2008.0
5,false,Stiftungsrat Greina-Stiftung,Präsident der Grünen Partei der Schweiz,,Suberg,BE,Berne,Wileroltigen (BE),CN,Conseil national,1995-12-04,1995-12-04,2003-11-30,1995-12-04,1947-11-11,,2003-11-30,Ruedi,m,9,Baumann,"Gemeinderat Grossaffoltern von 1982 bis 1986, Grossrat Bern von 1986 bis 1991",marié(e),,2.0,,,,,,,2268.0
6,false,,,,Winterthur,ZH,Zurich,"Winterthur (ZH),Balterswil (TG)",CN,Conseil national,1995-12-04,1995-12-04,1999-12-05,1995-12-04,1942-09-03,,1999-12-05,Peter,m,10,Baumberger,Gemeinde-Legislative von 1974 bis 1986,marié(e),Capitaine,2.0,,,,,PDC,Parti démocrate-chrétien suisse,2269.0
7,false,,EKF,,Berne,BE,Berne,"Bonau (TG),Berne (BE),Zurich (ZH)",CN,Conseil national,1995-12-04,1995-12-04,1998-12-15,1995-12-04,1938-05-12,,1998-12-15,Ursula,f,11,Bäumlin,Gemeinde-Legislative von 1984 bis 1987,marié(e),,2.0,,,,,,,2011.0
8,false,,,,Bienne,BE,Berne,"Thal (SG),Bienne (BE)",CE,Conseil des Etats,1995-12-04,1995-12-04,2003-11-30,1995-12-04,1953-03-26,,2003-11-30,Christine,f,12,Beerli,"Grossrat Bern von 1986 bis 1991, Stadtrat Biel von 1980 bis 1983",marié(e),,,,,,,,,2335.0
9,false,,,,La Chaux-de-Fonds,NE,Neuchâtel,Rochefort (NE),CE,Conseil des Etats,1987-11-30,1987-11-30,1999-12-05,1987-11-30,1947-12-02,,1999-12-05,Thierry,m,13,Béguin,Conseil général de 1976 à 1988,marié(e),Appointé,4.0,,,,,PLR,PLR.Les Libéraux-Radicaux,2202.0
10,false,,,,Scuol,GR,Grisons,"Scuol (GR),Zernez (GR)",CN,Conseil national,2003-10-19,2003-12-01,2007-03-04,2003-12-01,1942-06-23,,2007-03-04,Duri,m,14,Bezzola,Gemeinderat von Scuol 1983 bis 1990,marié(e),Colonel,2.0,,,,,PLR,PLR.Les Libéraux-Radicaux,2264.0
11,false,"Präsident der Parlamentarischen Gruppe Luft- und Raumfahrt; Präsident der Parlamentarischen Gruppe Volkskultur und Volksmusik; Präsident der Parlamentarischen Gruppe Wald und Holz; Ehrenmitglied Stadtmusik Illnau-Effretikon; Ehrenmitglied Schweizer Tabakpflanzer SwissTabac, Ehrenmitglied Verein Theater Illnau; Ehrenmitglied ehemaliger Schüler der landwirtschaftlichen Schule Wülflingen",,,Illnau-Effretikon,ZH,Zurich,Illnau-Effretikon (ZH),CN,Conseil national,2011-10-23,2011-12-05,2015-11-29,2011-12-05,1947-11-26,,2015-11-29,Max,m,15,Binder,Legislative der Gemeinde (Grosser Gemeinderat): von 1985 bis 1990; Exekutive der Gemeinde: Stadtrat (Vizepräsident): seit 1990; Legislative des Kantons (Kantonsrat): von 1991 bis 1992,marié(e),--,3.0,,,,,UDC,Union Démocratique du Centre,2270.0
12,false,Präsident Aarg. Verein für Suchtprobleme,,,Wölflinswil,AG,Argovie,Wölflinswil (AG),CN,Conseil national,1995-12-04,1995-12-04,1999-12-05,1995-12-04,1939-06-01,,1999-12-05,Peter,m,16,Bircher,Grosser Rat AG von 1973 bis 1990 Präsident Regionalplanung oberes Fricktal,marié(e),Soldat,2.0,,,,,PDC,Parti démocrate-chrétien suisse,2260.0
13,false,,,,,AG,Argovie,"Küttigen (AG),Aarau (AG)",CN,Conseil national,1979-11-26,1979-11-26,1993-05-31,1979-11-26,1945-09-25,,1993-05-31,Silvio,m,17,Bircher,,,,,,,,,,,2015.0
14,false,,,,,ZH,Zurich,Eggersriet (SG),CN,Conseil national,1991-11-25,1991-11-25,1995-12-03,1991-11-25,1957-07-30,,1995-12-03,Hardi,m,18,Bischof,,,,,,,,,,,2271.0
15,false,,"1976 bis 1979 Chef LUP - Fraktion Kantonsra, 1988 bis 1992 Bankrat KB Schwyz",,Lachen,SZ,Schwyz,Einsiedeln (SZ),CE,Conseil des Etats,1995-12-04,1995-12-04,1999-12-05,1995-12-04,1942-04-27,,1999-12-05,Hans,m,19,Bisig,"Kantonsrat von 1972 bis 1984, Präsident LUP (FDP) von 1984 bis 1991",marié(e),Premier-lieutenant,2.0,,,,,PLR,PLR.Les Libéraux-Radicaux,2336.0
16,false,,,,,OW,Obwald,Hofstetten b. Brienz (BE),CN,Conseil national,1987-11-30,1987-11-30,1995-04-20,1987-11-30,1940-12-29,1995-04-20,1995-04-20,Ulrich,m,20,Blatter,,,,,,,,,,,2016.0
17,false,,Präsident der SVP Kanton Zürich: von Februar 1977 bis Dezember 2003; Vizepräsident der SVP Schweiz: seit März 2008,,Laufen am Rheinfall,ZH,Zurich,"Schattenhalb (BE),Zurich (ZH),Meilen (ZH),Lü (GR)",CN,Conseil national,2011-10-23,2011-12-05,2014-05-31,2011-12-05,1940-10-11,,2014-05-31,Christoph,m,21,Blocher,"Gemeinderat Meilen: von März 1974 bis März 1978; Kantonsrat: von April 1975 bis April 1980; Nationalrat: von November 1979 bis Dezember 2003; Bundesrat: von Dezember 2003 bis Dezember 2007, Vorsteher des Eidg. Justiz- und Polizeidepartementes",marié(e),Colonel,4.0,,,,,UDC,Union Démocratique du Centre,2017.0
18,false,,,,Brigue,VS,Valais,"Ferden (VS),Wiler (Lötschen) (VS),Viège (VS)",CE,Conseil des Etats,1991-11-25,1991-11-25,1999-12-05,1991-11-25,1933-09-16,,1999-12-05,Peter,m,22,Bloetzer,"Gemeinderat in Visp seit 1969, Gemeindepräsident in Visp seit 1977, Grossrat seit 1977",célibataire,Colonel,,,,,,PDC,Parti démocrate-chrétien suisse,2337.0
19,false,,,,,VS,Valais,Lax (VS),CN,Conseil national,1995-12-04,1995-12-04,1997-06-05,1995-12-04,1952-03-30,,1997-06-05,Peter,m,23,Bodenmann,,,,,,,,,,,2018.0
20,false,,,,Berne,BE,Berne,Chevroux (VD),CN,Conseil national,1995-12-04,1995-12-04,1999-12-05,1995-12-04,1931-06-20,,1999-12-05,Jean-Pierre,m,24,Bonny,"Stadtrat von Bern vom 01.01.1960 bis 31.12.1961, Gemeinderat von Bremgarten vom 01.01.1968 bis 31.12.1975, Grosser Rat von Bern vom Mai 1970 bis Mai 1974",marié(e),,,,,,,PLR,PLR.Les Libéraux-Radicaux,2019.0
21,false,,,,Neuchâtel,NE,Neuchâtel,"Neuchâtel (NE),Couvet (NE)",CN,Conseil national,1995-12-04,1995-12-04,1999-12-05,1995-12-04,1948-12-01,,1999-12-05,François,m,25,Borel,Grand Conseil de 1973 à 1984,,,2.0,,,,,PSS,Parti socialiste suisse,2021.0
22,false,,,,Soleure,SO,Soleure,Le Petit Lucelle (SO),CN,Conseil national,2011-10-23,2011-12-05,2015-11-29,2011-12-05,1951-01-27,,2015-11-29,Roland F.,m,26,Borer,Legislative des Kantons: von 1989 bis 1991,,Major,,,,,,UDC,Union Démocratique du Centre,2272.0
23,false,,,,,TI,Tessin,Gordola (TI),CN,Conseil national,1991-11-25,1991-11-25,1995-04-11,1991-11-25,1959-06-06,,1995-04-11,Marco,m,27,Borradori,,,,,,,,,,,2273.0
24,false,Co-Präsident der Parlamentarischen Gruppe für Behindertenfragen; Co-Präsident der Parlamentarischen Gruppe für Altersfragen,,,Affoltern am Albis,ZH,Zurich,Affoltern am Albis (ZH),CN,Conseil national,2011-10-23,2011-12-05,2015-11-29,2011-12-05,1947-02-16,,2015-11-29,Toni,m,28,Bortoluzzi,Exekutive der Gemeinde (Gemeinderat): von 1982 bis 1986; Gemeindepräsident: von 1986 bis 1998; Legislative des Kantons (Kantonsrat): von 1984 bis 1991,marié(e),,4.0,,,,,UDC,Union Démocratique du Centre,2274.0
25,false,,,,,FR,Fribourg,Saint-Antoine (FR),CN,Conseil national,1987-09-21,1987-09-21,1995-12-03,1987-09-21,1938-07-10,,1995-12-03,Cyrill,m,29,Brügger,,,,,,,,,,,2025.0
26,false,,Présidente du Parti socialiste suisse: octobre 2000 - 6 mars 2004,,Genève 8,GE,Genève,Egg (ZH),CE,Conseil des Etats,2003-10-19,2003-12-01,2007-12-02,2003-12-01,1947-03-23,,2007-12-02,Christiane,f,30,Brunner,Législatif cantonal de 1981 à 1990,marié(e),,,,,,,,,2275.0
27,false,,,,,LU,Lucerne,"Lucerne (LU),Grosswangen (LU)",CE,Conseil des Etats,1989-06-19,1989-06-19,1995-12-03,1989-06-19,1928-09-21,,1995-12-03,Robert,m,31,Bühler,,,,,,,,,,,2250.0
28,false,,,,,GR,Grisons,Tschappina (GR),CN,Conseil national,1980-03-03,1980-03-03,1994-12-31,1980-03-03,1942-03-10,,1994-12-31,Simeon,m,32,Bühler,,,,,,,,,,,2026.0
29,false,,,,Sempach,LU,Lucerne,Sempach (LU),CN,Conseil national,2003-10-19,2003-12-01,2006-03-05,2003-12-01,1949-12-03,,2006-03-05,Cécile,f,33,Bühlmann,Grosser Stadtrat Luzern von Juni 1991 bis November 1991,,,,,,,,PES,Parti écologiste suisse,2276.0
30,false,,Präsident der FDP Schweiz vom April 2001 bis November 2002,,Hofen,SH,Schaffhouse,"Bibern (SH),Hofen (SH)",CN,Conseil national,2003-10-19,2003-12-01,2007-12-02,2003-12-01,1948-06-23,,2007-12-02,Gerold,m,34,Bührer,Grosser Rat des Kantons SH von 1982 bis 1991,marié(e),Capitaine,2.0,,,,,,,2277.0
31,false,,,,,GR,Grisons,Sagogn (GR),CN,Conseil national,1975-12-01,1975-12-01,1995-12-03,1975-12-01,1932-10-19,,1995-12-03,Martin,m,35,Bundi,,,,,,,,,,,2027.0
32,false,,,,,SZ,Schwyz,Feusisberg (SZ),CN,Conseil national,1987-11-30,1987-11-30,1995-12-03,1987-11-30,1934-09-06,,1995-12-03,Jakob,m,36,Bürgi,,,,,,,,,,,2029.0
33,false,,Präsident der FDP des Kantons Solothurn von 1990 bis 1999,,Wolfwil,SO,Soleure,Wolfwil (SO),CE,Conseil des Etats,2007-10-21,2007-12-03,2011-12-04,2007-12-03,1950-06-27,,2011-12-04,Rolf,m,37,Büttiker,Exekutive der Gemeinde: Gemeinderat Wolfwil von 1977 bis 2001; Gemeindepräsident Wolfwil von 1985 bis 2001; Legislative des Kantons: Verfassungsrat Kanton Solothurn von 1981 bis 1987,célibataire,,,,,,,PLR,PLR.Les Libéraux-Radicaux,2030.0
34,false,,Presidente comm. Fed. Energia 1979 al 1988,,Cadenazzo,TI,Tessin,Cadenazzo (TI),CN,Conseil national,1995-12-04,1995-12-04,1998-11-28,1995-12-04,1942-01-03,,1998-11-28,Fulvio,m,38,Caccia,"Législatif communal dal 1964 al 1970
Exécutif communal dal 1964 al 1977
Exécutif cantonal Consigliere di Stato dal 1977 al 1987",marié(e),,3.0,,,,,,,2031.0
35,false,"Alcune pubblicazioni in economia, lezioni e corsi in scuole diverse e università",Vedi registro interessi,,Mendrisio,TI,Tessin,Mendrisio (TI),CN,Conseil national,1975-12-01,1975-12-01,1999-12-05,1975-12-01,1936-11-10,,1999-12-05,Werner,m,39,Carobbio,"Comune di Pregassona dal 1971 al 1986, Gran Consiglio Canton Ticino dal 1975 al 1988",marié(e),,3.0,,,,,,,2032.0
36,false,,,,,SG,St-Gall,Schmitten (GR),CN,Conseil national,1991-11-25,1991-11-25,1995-12-03,1991-11-25,1949-12-03,,1995-12-03,Elisabeth,f,40,Caspar-Hutter,,,,,,,,,,,2279.0
37,false,"Président de l'Association Suisse de l'Industrie gazière, Président de la convention patronale de l'horlogerie",,,Neuchâtel,NE,Neuchâtel,"Chiasso (TI),Noiraigue (NE)",CE,Conseil des Etats,1987-11-30,1987-11-30,1999-12-05,1987-11-30,1936-07-27,2013-01-09,1999-12-05,Jean,m,41,Cavadini,"Exécutif communal Neuchâtel, Législatif cantonal Neuchâtel, Exécutif cantonal Nechâtel",,Caporal,,,,,,PLD,Parti libéral démocrate,2204.0
38,false,,vedi registro interessi,,Sorengo,TI,Tessin,Mendrisio (TI),CN,Conseil national,1995-12-04,1995-12-04,1999-12-05,1995-12-04,1942-06-27,,1999-12-05,Adriano,m,42,Cavadini,"Cumune di Pregassona del 1971 al 1986, Gran Consiglio Canton Ticino del 1975 al 1988",,,2.0,,,,,PLR,PLR.Les Libéraux-Radicaux,2033.0
39,false,,,,,GR,Grisons,Schluein (GR),CE,Conseil des Etats,1979-06-10,1979-06-20,1995-01-22,1979-06-20,1935-04-01,,1995-01-22,Luregn Mathias,m,43,Cavelty,,,,,,,,,,,2205.0
40,false,,,,,VD,Vaud,Montherod (VD),CN,Conseil national,1991-11-25,1991-11-25,1995-06-16,1991-11-25,1946-05-12,,1995-06-16,Olivier,m,44,Chevallaz,,,,,,,,,,,2280.0
41,false,,,,,ZH,Zurich,Zurich (ZH),CN,Conseil national,1983-10-23,1983-11-28,1995-12-03,1983-11-28,1928-05-14,2004-10-30,1995-12-03,Ernst,m,45,Cincera,,,,,,,,,PLR,PLR.Les Libéraux-Radicaux,2035.0
42,false,,,,Ilanz,GR,Grisons,Disentis/Mustér (GR),CN,Conseil national,1995-12-04,1995-12-04,1999-12-05,1995-12-04,1941-10-07,,1999-12-05,Dumeni,m,46,Columberg,"Gemeinde-Legislative von 1969 bis 1971, Gemeindepräsident von 1971 bis 1987, Grossrat von 1971 bis 1983",marié(e),,1.0,,,,,PDC,Parti démocrate-chrétien suisse,2036.0
43,false,,,,Saxon,VS,Valais,Vollèges (VS),CN,Conseil national,1995-12-04,1995-12-04,1999-12-05,1995-12-04,1939-02-20,,1999-12-05,Bernard,m,47,Comby,"Exécutif communal Saxon de 1973 à 1979, Grand Conseil du Valais de 1973 à 1979, Conseil d'Etat du Valais de 1979 à 1992",marié(e),Soldat,2.0,,,,,PLR,PLR.Les Libéraux-Radicaux,2281.0
44,false,,,,,TI,Tessin,Prato-Sornico (TI),CN,Conseil national,1979-11-26,1979-11-26,1993-10-08,1979-11-26,1929-11-03,,1993-10-08,Gianfranco,m,48,Cotti,,,,,,,,,,,2037.0
45,false,,,,Bellegarde,FR,Fribourg,Bellegarde (FR),CE,Conseil des Etats,1987-11-30,1987-11-30,2003-11-30,1987-11-30,1943-12-04,2006-11-03,2003-11-30,Anton,m,49,Cottier,"1982 à 1991 Conseil communal de Fribourg, 1976 à 1987 Député Grand Conseil fribourgeois,",marié(e),Capitaine,3.0,,,,,PDC,Parti démocrate-chrétien suisse,2206.0
46,false,,,,Martigny,VS,Valais,Martigny (VS),CF,Conseil fédéral,1998-03-11,1998-03-11,2009-10-31,1998-03-11,1942-04-05,,2009-10-31,Pascal,m,50,Couchepin,Exécutif communal Président,marié(e),Capitaine,3.0,,,,,PLR,PLR.Les Libéraux-Radicaux,2038.0
47,false,,,,,GE,Genève,Genève (GE),CE,Conseil des Etats,1991-11-25,1991-11-25,1995-12-03,1991-11-25,1936-03-11,,1995-12-03,Gilbert,m,51,Coutau,,,,,,,,,,,2039.0
48,false,,,,,BE,Berne,Oppligen (BE),CN,Conseil national,1988-02-29,1988-02-29,1994-06-30,1988-02-29,1938-08-20,,1994-06-30,Susanna,f,52,Daepp-Heiniger,,,,,,,,,,,2247.0
49,false,"Mitarbeit in diversen kulturellen, gesellschaftlichen und politischen Gremien",1991 bis 1995 Präsident des Obergerichtes Uri (Nebenamt),,Andermatt,UR,Uri,Andermatt (UR),CE,Conseil des Etats,1987-11-30,1987-11-30,1999-12-05,1987-11-30,1931-05-25,,1999-12-05,Hans,m,53,Danioth,"Gemeinderat von 1976 bis 1978, Landrat von 1972 bis 1978, Regierungsrat von 1978 bis 1988, Landammann von 1980 bis 1982, seit Dezember 1993 Gruppenchef CVP / SRP",marié(e),Capitaine,2.0,,,,,PDC,Parti démocrate-chrétien suisse,2207.0
50,false,,,,,TG,Thurgovie,"St-Gall (SG),Felsberg (GR)",CN,Conseil national,1987-10-18,1987-11-30,1995-12-03,1987-11-30,1951-07-31,2011-09-03,1995-12-03,Menga,f,54,Danuser,,,,,,,,,PSS,Parti socialiste suisse,2040.0
51,false,,,,,VS,Valais,Liddes (VS),CN,Conseil national,1979-11-26,1979-11-26,1995-12-03,1979-11-26,1929-05-19,,1995-12-03,Vital,m,55,Darbellay,,,,,,,,,,,2041.0
52,false,,,,Neuchâtel,GE,Genève,"St-Blaise (NE),Nendaz (VS)",CN,Conseil national,1995-12-04,1995-12-04,2003-11-30,1995-12-04,1943-11-04,,2003-11-30,Jean-Nils,m,56,de Dardel,,marié(e),,2.0,,,,,,,2282.0
53,false,"Ehrenpräsident des ""Fonds Landschaft Schweiz (FLS)"": ab Juli 2004",,,St. Gall,SG,St-Gall,"St-Gall (SG),Amden (SG)",CE,Conseil des Etats,2007-11-25,2007-12-03,2011-12-04,2007-12-03,1945-09-03,,2011-12-04,Eugen,m,57,David,Gemeinderat der Stadt St. Gallen von 1972 bis 1980; Kantonsrat St. Gallen von 1980 bis 1988,marié(e),Premier-lieutenant,,,,,,PDC,Parti démocrate-chrétien suisse,2042.0
54,false,,,,Fribourg,FR,Fribourg,"Zeihen (AG),Barberêche (FR)",CF,Conseil fédéral,1999-03-11,1999-03-11,2006-07-31,1999-03-11,1946-01-18,,2006-07-31,Joseph,m,58,Deiss,"Syndic de commune de Barberêche depuis 1982, Député au grand Conseil fribourgois (Président 1991) de 1981 à 1991",marié(e),,3.0,,,,,PDC,Parti démocrate-chrétien suisse,2283.0
55,false,,,,St-Léonard,VS,Valais,St-Léonard (VS),CE,Conseil des Etats,1987-09-21,1987-09-21,1999-12-05,1987-09-21,1936-11-06,,1999-12-05,Edouard,m,59,Delalay,"Conseiller communal de 1964 à 1972, Président de commune de 1972 à 1984, Député-suppléant de 1973 à 1977, Député Grand Conseil de 1977 à 1989, Président Grand Conseil de 1987 à 1988, Membre comité directeur",marié(e),,2.0,,,,,PDC,Parti démocrate-chrétien suisse,2208.0
56,false,"Mitglied des Zentralvorstandes des Hauseigentümerverbandes Schweiz seit 1982, seit Juni 1997 Präsident HEV Schweiz",Maturitätskommission von 1972 bis 1992,,Schwyz,SZ,Schwyz,Oberiberg (SZ),CE,Conseil des Etats,1999-12-06,1999-12-06,2003-11-30,1999-12-06,1943-06-05,,2003-11-30,Toni,m,60,Dettling,"Kantonssrat  von 1976 bis 1991, Fraktionspräsident von 1979 bis 1983, Kantonsratspräsident 1986/1987",marié(e),,2.0,,,,,,,2284.0
57,false,,,,Zurich,ZH,Zurich,Maur (ZH),CE,Conseil des Etats,2015-10-18,2015-11-30,2015-12-07,2015-11-30,1949-03-27,,2015-12-07,Verena,f,61,Diener Lenz,Exekutive des Kantons (Regierungsrätin): von April 1995 bis Mai 2007; Nationalrätin: von Dezember 1987 bis April 1998,marié(e),,,,,,,pvl,Parti vert'libéral,2044.0
58,false,,,,Lucerne,LU,Lucerne,Rothenburg (LU),CN,Conseil national,1995-12-04,1995-12-04,2003-11-30,1995-12-04,1947-03-27,,2003-11-30,Rosmarie,f,63,Dormann,,célibataire,,,,,,,,,2046.0
59,false,,Vizepräsident der Zürcher Kantonalpartei seit 25.2.1985,,Schaffhouse,ZH,Zurich,Schaffhouse (SH),CN,Conseil national,1995-12-04,1995-12-04,1999-12-05,1995-12-04,1944-01-08,,1999-12-05,Michael E.,m,64,Dreher,Schulpflege Küsnacht von 1977 bis 1980,marié(e),Capitaine,,,,,,FPS,Freiheits-Partei der Schweiz,2047.0
60,false,,,,,GE,Genève,Plan-les-Ouates (GE),CN,Conseil national,1987-11-30,1987-11-30,1995-12-03,1987-11-30,1943-02-25,,1995-12-03,Dominique,m,65,Ducret,,,,,,,,,,,2210.0
61,false,"Obmann der parlamentarischen Angestellten-Gruppe, Präsident der parlamentarischen Gruppe für AHV/IV-Fragen, Zentralvorstandsmitglied der Schweiz. Liga gegen Lärm",,,Winterthur,ZH,Zurich,Rorbas (ZH),CN,Conseil national,1995-10-22,1995-12-04,1999-12-05,1995-12-04,1932-06-05,2011-10-27,1999-12-05,Max,m,66,Dünki,Kantonale Legislative von 1970 bis 1983,marié(e),Appointé,2.0,,,,,PEV,Parti évangélique suisse,2049.0
62,false,,,,,VD,Vaud,Orges (VD),CN,Conseil national,1991-11-25,1991-11-25,1995-12-03,1991-11-25,1938-09-12,,1995-12-03,Pierre,m,67,Duvoisin,,,,,,,,,,,2285.0
63,false,,,,,BE,Berne,"Zurich (ZH),Grabs (SG)",CN,Conseil national,1987-10-18,1990-06-05,1995-12-03,1990-06-05,1928-09-22,2010-12-01,1995-12-03,Georges,m,69,Eggenberger,,,,,,,,,PSS,Parti socialiste suisse,2258.0
64,false,,Président du parti libéral de 1997 à 2002,,Genève 8,GE,Genève,Bellevue (GE),CN,Conseil national,2003-10-19,2003-12-01,2007-12-02,2003-12-01,1942-09-04,,2007-12-02,Jacques-Simon,m,70,Eggly,Législatif cantonal: Grand Conseil genevois de 1977 à 1983,marié(e),,3.0,,,,,,,2051.0
65,false,,,,Appenzell,AI,Appenzell Rh.-Int.,Urnäsch (AR),CN,Conseil national,1995-12-04,1995-12-04,1999-12-05,1995-12-04,1951-08-03,,1999-12-05,Rolf,m,71,Engler,,marié(e),,3.0,,,,,PDC,Parti démocrate-chrétien suisse,2053.0
66,false,,,,Sierre,VS,Valais,Vissoie (VS),CE,Conseil des Etats,2003-10-19,2003-12-01,2007-12-02,2003-12-01,1950-02-12,,2007-12-02,Simon,m,72,Epiney,Exécutif communal de Vissoie:  Vice-président de 1976 à 1992; Président de la commune de Vissoie de 1980 à 1992; Législatif cantonal: de 1981 à 1993,marié(e),Soldat,3.0,,,,,,,2286.0
67,false,,,,,JU,Jura,Bure (JU),CN,Conseil national,1983-11-28,1983-11-28,1993-11-20,1983-11-28,1945-02-12,1993-11-20,1993-11-20,Pierre,m,73,Etique,,,,,,,,,,,2055.0
68,true,Vize-Präsident der Parlamentarischen Gruppe für Tourismus,,,Bâle,BS,Bâle-Ville,Bâle (BS),CN,Conseil national,2015-10-18,2015-11-30,,2015-11-30,1951-01-15,,,Christoph,m,74,Eymann,"Weiterer Bürgerrat: von 1989 bis 1991, Grosser Rat des Kantons Basel-Stadt: von 1984 bis 1995",marié(e),Capitaine,3.0,RL,"{'#text': '1', '@m:type': 'Edm.Int32'}",Membre,Groupe libéral-radical,PLD,Parti libéral démocrate,2287.0
69,false,,,,La Rippe,BL,Bâle-Campagne,Trub (BE),CN,Conseil national,1995-12-04,1995-12-04,1999-12-05,1995-12-04,1936-07-25,,1999-12-05,Angeline,f,75,Fankhauser,"Gemeinde-Legislative von 1971 bis 1983, Kantonale Legislative von 1976 bis 1983",divorcé(e),,2.0,,,,,PSS,Parti socialiste suisse,2058.0
70,false,,,,Alterswil,FR,Fribourg,Saint-Antoine (FR),CN,Conseil national,2007-10-21,2007-12-03,2008-11-30,2007-12-03,1955-10-04,,2008-11-30,Hugo,m,76,Fasel,,marié(e),Soldat,2.0,,,,,PCS,Parti chrétien-social,2288.0
71,false,"Präsidentin kant. Winterhilfe Zürich; Präsidentin der Internationalen Gesellschaft für Menschenrechte, Sektion Schweiz",Präsidentin Bezirksschulpflege von 1985 bis 1993,,Winterthur,ZH,Zurich,Flaach (ZH),CN,Conseil national,1999-12-06,1999-12-06,2003-11-30,1999-12-06,1938-04-14,,2003-11-30,Lisbeth,f,77,Fehr,"Primarschulpflege von 1978 bis 1986, Kantonsrat von 1986 bis 1991",marié(e),,1.0,,,,,,,2289.0
72,false,,,,Bâle,BS,Bâle-Ville,"Bâle (BS),Winznau (SO),Stein (SG) (SG)",CN,Conseil national,1995-12-04,1995-12-04,1999-12-05,1995-12-04,1944-12-30,,1999-12-05,Margrith,f,78,von Felten,,veuf/veuve,,2.0,,,,,,,2290.0
73,false,,,,Hägglingen,AG,Argovie,Dottikon (AG),CN,Conseil national,1995-12-04,1995-12-04,1999-12-05,1995-12-04,1937-12-25,,1999-12-05,Theo,m,79,Fischer,Grossrat von 1973 bis 1981,célibataire,,,,,,,UDC,Union Démocratique du Centre,2064.0
74,false,,,,Triengen,LU,Lucerne,"Triengen (LU),Sursee (LU)",CN,Conseil national,1983-03-14,1983-03-14,1995-12-03,1983-03-14,1930-02-15,,1995-12-03,Theo,m,80,Fischer,,,,,,,,,,,2063.0
75,false,,"Verfassungsrat Aargau von 1973 bis 1980, Präsident Regionalplanungsgruppe Seetal von 1976 bis 1984",,Berne,AG,Argovie,"Berne (BE),Meisterschwanden (AG),Reinach (AG)",CN,Conseil national,1995-12-04,1995-12-04,2003-11-30,1995-12-04,1940-02-02,,2003-11-30,Ulrich,m,81,Fischer,Kantonale Legislative von 1981 bis 1988,séparé(e),Premier-lieutenant,1.0,,,,,,,2065.0
76,false,,,,,JU,Jura,Rohrbach (BE),CE,Conseil des Etats,1986-12-01,1986-12-01,1994-12-16,1986-12-01,1940-02-04,,1994-12-16,Michel,m,82,Flückiger,,,,,,,,,,,2211.0
77,false,,,,La Chaux-de-Fonds,NE,Neuchâtel,"La Chaux-de-Fonds (NE),Birr (AG)",CN,Conseil national,1995-12-04,1995-12-04,2003-11-30,1995-12-04,1943-07-16,,2003-11-30,Claude,m,83,Frey,,,,,,,,,,,2066.0
78,false,,,,Zurich,ZH,Zurich,"Zurich (ZH),Biberstein (AG)",CN,Conseil national,1995-12-04,1995-12-04,2001-11-25,1995-12-04,1943-07-30,,2001-11-25,Walter,m,84,Frey,Präsident der Fraktion der Schweizerischen Volkspartei seit Dezember 1999,marié(e),Capitaine,3.0,,,,,UDC,Union Démocratique du Centre,2067.0
